state,district,total_days,total_enrolments,total_updates,total_activity,avg_daily_enrolments,avg_daily_updates,avg_daily_activity,eur_mean,eur_std,stability_score,capacity_gap,daily_gap,operators_needed,stress_percentile,window_days,window_class,recommendation,reason
Madhya Pradesh,Shahdol,104,5198,130485,135683,3.3819128171763175,84.89590110605074,88.27781392322707,452.29841383685016,3205.0751341573296,7.086180163199236,-125287,-1204.6826923076924,0,79.4921875,104,mid_term,Monitor / No Action,Within acceptable range (stress=79.5%)
Madhya Pradesh,Shajapur,104,6840,147981,154821,3.4685598377281948,75.04107505070994,78.50963488843813,357.6990560150259,2258.833058048286,6.314880358736649,-141141,-1357.125,0,70.8984375,104,mid_term,Monitor / No Action,Within acceptable range (stress=70.9%)
Madhya Pradesh,Sheopur,103,7143,82935,90078,14.286,165.87,180.156,1128.2313829307195,6787.874861702903,6.016380104310231,-75792,-735.8446601941747,0,94.62890625,103,mid_term,Extra Counters,Sustained stress (94.6%) over mid-term (103 days)
Madhya Pradesh,Shivpuri,106,12427,213408,225835,6.919265033407572,118.82405345211582,125.74331848552339,663.8410257133579,3638.1245115236106,5.480407040536669,-200981,-1896.0471698113208,0,88.28125,106,mid_term,Extra Counters,Sustained stress (88.3%) over mid-term (106 days)
Madhya Pradesh,Sidhi,104,6212,158669,164881,6.464099895941727,165.10822060353797,171.5723204994797,755.5987038522779,4499.460264437388,5.954820047569853,-152457,-1465.9326923076924,0,90.33203125,104,mid_term,Extra Counters,Sustained stress (90.3%) over mid-term (104 days)
Madhya Pradesh,Singrauli,104,6265,148571,154836,5.737179487179487,136.0540293040293,141.7912087912088,623.7492710517458,4320.791837088469,6.9271181715126176,-142306,-1368.326923076923,0,86.42578125,104,mid_term,Extra Counters,Sustained stress (86.4%) over mid-term (104 days)
Madhya Pradesh,Tikamgarh,103,7130,197603,204733,4.266906044284859,118.25433871932974,122.5212447636146,539.9431847966654,2804.918596607674,5.1948306428449875,-190473,-1849.2524271844661,0,83.0078125,103,mid_term,Monitor / No Action,Within acceptable range (stress=83.0%)
Madhya Pradesh,Ujjain,104,14057,200575,214632,6.474896361123906,92.38830032243206,98.86319668355597,644.1818965985727,3417.4329987446213,5.30506633564694,-186518,-1793.4423076923076,0,87.40234375,104,mid_term,Extra Counters,Sustained stress (87.4%) over mid-term (104 days)
Madhya Pradesh,Umaria,105,5139,60709,65848,6.888739946380697,81.37935656836461,88.26809651474531,812.5407270651857,4748.645052503219,5.844186082177982,-55570,-529.2380952380952,0,91.2109375,105,mid_term,Extra Counters,Sustained stress (91.2%) over mid-term (105 days)
Madhya Pradesh,Vidisha,104,10202,159386,169588,8.667799490229397,135.41716227697535,144.08496176720476,637.3626041041389,3277.4048908049244,5.142127460214106,-149184,-1434.4615384615386,0,87.01171875,104,mid_term,Extra Counters,Sustained stress (87.0%) over mid-term (104 days)
Madhya Pradesh,West Nimar,102,747,11246,11993,0.595219123505976,8.960956175298804,9.556175298804781,133.20490953888628,643.1655557353612,4.8283560238564665,-10499,-102.93137254901961,0,39.0625,102,mid_term,Monitor / No Action,Within acceptable range (stress=39.1%)
Maharashtra,Ahilyanagar,24,12,1736,1748,0.01634877384196185,2.3651226158038146,2.3814713896457764,5.45556585786649,73.66973379940279,13.501116951277403,-1724,-71.83333333333333,0,4.4921875,24,mid_term,Monitor / No Action,Within acceptable range (stress=4.5%)
Maharashtra,Ahmadnagar,106,11657,528020,539677,1.3720574387947269,62.14924670433145,63.52130414312618,167.33581951046054,1207.8370410824784,7.21799927007083,-516363,-4871.3490566037735,0,48.2421875,106,mid_term,Monitor / No Action,Within acceptable range (stress=48.2%)
Maharashtra,Ahmed Nagar,100,327,9884,10211,0.15439093484419264,4.666666666666667,4.8210576015108595,55.27729354026617,357.4752446917277,6.466828510748678,-9557,-95.57,0,11.328125,100,mid_term,Monitor / No Action,Within acceptable range (stress=11.3%)
Maharashtra,Ahmednagar,1,368,0,368,184.0,0.0,184.0,184000.0,16970.56274847714,0.09223131878394468,368,368.0,15,97.65625,1,short_term,Mobile Aadhaar Van,High stress (97.7%) in short-term (1 days)
Maharashtra,Akola,103,4662,227860,232522,1.6915820029027575,82.677793904209,84.36937590711176,185.46485415120515,1081.1370042673022,5.82930485622373,-223198,-2166.970873786408,0,52.05078125,103,mid_term,Monitor / No Action,Within acceptable range (stress=52.1%)
Maharashtra,Amravati,106,6816,404373,411189,1.6980568011958146,100.74065769805681,102.43871449925261,177.93318455551102,974.4961658941977,5.476722577668482,-397557,-3750.5377358490564,0,50.78125,106,mid_term,Monitor / No Action,Within acceptable range (stress=50.8%)
Maharashtra,Aurangabad,109,17149,421472,438621,4.2627392493164304,104.76559781257768,109.0283370618941,502.43153087895365,4546.063607343429,9.048107612360534,-404323,-3709.3853211009173,0,81.34765625,109,mid_term,Monitor / No Action,Within acceptable range (stress=81.3%)
Maharashtra,Beed,106,10107,382673,392780,3.8947976878612716,147.4655105973025,151.36030828516377,267.0968238526723,1373.5398683887881,5.142459974314186,-372566,-3514.7735849056603,0,63.57421875,106,mid_term,Monitor / No Action,Within acceptable range (stress=63.6%)
Maharashtra,Bhandara,104,1862,128964,130826,0.9702970297029703,67.20375195414279,68.17404898384575,121.46597487702321,612.1328255366051,5.039500046464042,-127102,-1222.1346153846155,0,35.3515625,104,mid_term,Monitor / No Action,Within acceptable range (stress=35.4%)
Maharashtra,Bid,99,555,18747,19302,0.39842067480258436,13.458004307250539,13.856424982053122,65.37617443107709,362.62762366623974,5.546700768607467,-18192,-183.75757575757575,0,15.52734375,99,mid_term,Monitor / No Action,Within acceptable range (stress=15.5%)
Maharashtra,Buldana,104,1062,52431,53493,0.47368421052631576,23.385816235504013,23.85950044603033,78.54571689634871,440.157476844389,5.603766703899625,-51369,-493.9326923076923,0,20.703125,104,mid_term,Monitor / No Action,Within acceptable range (stress=20.7%)
Maharashtra,Buldhana,105,6981,304112,311093,2.2986499835363845,100.13566019097794,102.43431017451432,211.44383961369235,1021.5433785228981,4.831252351153369,-297131,-2829.8190476190475,0,55.95703125,105,mid_term,Monitor / No Action,Within acceptable range (stress=56.0%)
Maharashtra,Chandrapur,103,4422,295757,300179,1.43431722348362,95.93156016866688,97.36587739215051,129.4661665844233,767.0460710228459,5.924637815585997,-291335,-2828.4951456310678,0,38.0859375,103,mid_term,Monitor / No Action,Within acceptable range (stress=38.1%)
Maharashtra,Chatrapati Sambhaji Nagar,99,211,6705,6916,1.31875,41.90625,43.225,106.38962938617922,610.1296687169994,5.7348064602789055,-6494,-65.5959595959596,0,30.859375,99,mid_term,Monitor / No Action,Within acceptable range (stress=30.9%)
Maharashtra,Chhatrapati Sambhajinagar,104,990,15843,16833,0.39285714285714285,6.286904761904762,6.679761904761905,98.10563372510823,712.4889443644785,7.2623931462254685,-14853,-142.81730769230768,0,27.83203125,104,mid_term,Monitor / No Action,Within acceptable range (stress=27.8%)
Maharashtra,Dharashiv,100,143,3145,3288,0.12688553682342502,2.7905944986690328,2.9174800354924577,50.6138374109853,249.53408710645374,4.930058059463322,-3002,-30.02,0,10.44921875,100,mid_term,Monitor / No Action,Within acceptable range (stress=10.4%)
Maharashtra,Dhule,105,12511,241258,253769,4.789816232771822,92.36523736600306,97.15505359877488,504.68646710224795,2597.6672664777916,5.147080987353928,-228747,-2178.542857142857,0,81.54296875,105,mid_term,Monitor / No Action,Within acceptable range (stress=81.5%)
Maharashtra,Dist : Thane,1,0,1,1,0.0,1.0,1.0,0.0,,,-1,-1.0,0,2.001953125,1,short_term,Monitor / No Action,Within acceptable range (stress=2.0%)
Maharashtra,Gadchiroli,103,2341,175542,177883,1.621191135734072,121.56648199445983,123.1876731301939,194.66439124536586,928.5944738981464,4.770208345497326,-173201,-1681.5631067961165,0,53.90625,103,mid_term,Monitor / No Action,Within acceptable range (stress=53.9%)
Maharashtra,Gondia,87,28,1624,1652,0.06278026905829596,3.6412556053811658,3.704035874439462,15.713747375428003,141.34091937237372,8.99415790758292,-1596,-18.344827586206897,0,4.78515625,87,mid_term,Monitor / No Action,Within acceptable range (stress=4.8%)
Maharashtra,Gondiya,104,2832,140449,143281,2.2931174089068826,113.72388663967611,116.01700404858299,302.0750769066646,1729.7818229606678,5.72631186379958,-137617,-1323.2403846153845,0,66.50390625,104,mid_term,Monitor / No Action,Within acceptable range (stress=66.5%)
Maharashtra,Gondiya *,92,54,2916,2970,0.08206686930091185,4.4316109422492405,4.513677811550152,21.29345372186066,164.1437542819517,7.708286694081447,-2862,-31.108695652173914,0,5.17578125,92,mid_term,Monitor / No Action,Within acceptable range (stress=5.2%)
Maharashtra,Hingoli,104,8145,192537,200682,7.438356164383562,175.83287671232875,183.27123287671233,665.7988008242445,10345.299810581622,15.538153958253494,-184392,-1773.0,0,88.37890625,104,mid_term,Extra Counters,Sustained stress (88.4%) over mid-term (104 days)
Maharashtra,Hingoli *,10,1,9,10,0.1,0.9,1.0,100.0,316.22776601683796,3.162246037708002,-8,-0.8,0,28.564453125,10,mid_term,Monitor / No Action,Within acceptable range (stress=28.6%)
Maharashtra,Jalgaon,106,13129,522771,535900,2.2628403998621165,90.10186142709411,92.36470182695622,233.25862455445696,1317.7553882381565,5.649307679180081,-509642,-4807.943396226415,0,60.3515625,106,mid_term,Monitor / No Action,Within acceptable range (stress=60.4%)
Maharashtra,Jalna,105,5512,250177,255689,2.2627257799671594,102.69991789819376,104.96264367816092,310.4001176451951,1721.621872827612,5.546442248302459,-244665,-2330.1428571428573,0,67.28515625,105,mid_term,Monitor / No Action,Within acceptable range (stress=67.3%)
Maharashtra,Kolhapur,106,7363,365223,372586,1.015726307076838,50.382535522140984,51.39826182921782,121.03364660706514,625.1720047105766,5.165231793010279,-357860,-3376.0377358490564,0,35.15625,106,mid_term,Monitor / No Action,Within acceptable range (stress=35.2%)
Maharashtra,Latur,105,7462,339156,346618,3.133977320453591,142.44267114657706,145.57664846703065,281.8685496568236,1488.5882434264824,5.281124709067865,-331694,-3158.9904761904763,0,64.84375,105,mid_term,Monitor / No Action,Within acceptable range (stress=64.8%)
Maharashtra,Mumbai,106,14302,496520,510822,1.5784129786999228,54.79748372144355,56.37589670014347,173.22147868484788,963.982666881362,5.564997534963015,-482218,-4549.226415094339,0,49.609375,106,mid_term,Monitor / No Action,Within acceptable range (stress=49.6%)
Maharashtra,Mumbai City,104,2888,83954,86842,0.9506254114549045,27.634628044766295,28.5852534562212,102.12531490245118,571.6134153997497,5.597121720741048,-81066,-779.4807692307693,0,29.4921875,104,mid_term,Monitor / No Action,Within acceptable range (stress=29.5%)
Maharashtra,Mumbai Suburban,106,17981,309217,327198,3.4459563050977384,59.25967803756228,62.70563434266003,220.28488337407936,1195.4641412036522,5.42687585283697,-291236,-2747.509433962264,0,58.3984375,106,mid_term,Monitor / No Action,Within acceptable range (stress=58.4%)
Maharashtra,Mumbai( Sub Urban ),100,411,7481,7892,0.17854039965247612,3.249782797567333,3.4283231972198087,43.060911814678946,229.0615955515684,5.319354991421581,-7070,-70.7,0,8.0078125,100,mid_term,Monitor / No Action,Within acceptable range (stress=8.0%)
Maharashtra,Nagpur,106,11659,463724,475383,1.851222610352493,73.63035884407749,75.48158145442997,182.1784905564574,902.4146662472192,4.953437203555913,-452065,-4264.764150943396,0,51.3671875,106,mid_term,Monitor / No Action,Within acceptable range (stress=51.4%)
Maharashtra,Nanded,105,11767,512917,524684,2.86301703163017,124.79732360097323,127.66034063260341,261.11816178132665,1347.6649613770055,5.161110935648618,-501150,-4772.857142857143,0,63.0859375,105,mid_term,Monitor / No Action,Within acceptable range (stress=63.1%)
Maharashtra,Nandurbar,106,10440,225579,236019,5.351101998974885,115.62224500256279,120.97334700153768,436.28569492172556,2405.2972548004877,5.513111636906607,-215139,-2029.6132075471698,0,78.02734375,106,mid_term,Monitor / No Action,Within acceptable range (stress=78.0%)
Maharashtra,Nandurbar *,92,137,2037,2174,0.24162257495590828,3.5925925925925926,3.834215167548501,68.84519700426236,309.77205158910874,4.499479492962121,-1900,-20.652173913043477,0,16.796875,92,mid_term,Monitor / No Action,Within acceptable range (stress=16.8%)
Maharashtra,Nashik,106,22019,751651,773670,3.055224087692521,104.29457471902317,107.3497988067157,297.26759602733813,2063.0208301308826,6.939921867633668,-729632,-6883.320754716981,0,66.015625,106,mid_term,Monitor / No Action,Within acceptable range (stress=66.0%)
Maharashtra,Near Uday Nagar Nit Garden,1,0,1,1,0.0,1.0,1.0,0.0,,,-1,-1.0,0,2.001953125,1,short_term,Monitor / No Action,Within acceptable range (stress=2.0%)
Maharashtra,Osmanabad,104,3885,235585,239470,1.5747871909201459,95.49452776651803,97.06931495743818,181.64316850126778,957.0253471767925,5.268681923967809,-231700,-2227.8846153846152,0,51.26953125,104,mid_term,Monitor / No Action,Within acceptable range (stress=51.3%)
Maharashtra,Palghar,106,10539,246503,257042,3.0102827763496145,70.40931162524993,73.41959440159954,291.42124568045557,1774.958602034955,6.090676426881965,-235964,-2226.0754716981132,0,65.52734375,106,mid_term,Monitor / No Action,Within acceptable range (stress=65.5%)
Maharashtra,Parbhani,107,6159,272046,278205,3.3915198237885464,149.80506607929516,153.1965859030837,402.5798747631809,2388.7569426423584,5.9336076112596015,-265887,-2484.92523364486,0,75.5859375,107,mid_term,Monitor / No Action,Within acceptable range (stress=75.6%)
Maharashtra,Pune,106,31148,919675,950823,2.281904761904762,67.37545787545787,69.65736263736264,195.37432335960585,1133.1258828491102,5.799739001652169,-888527,-8382.330188679245,0,54.19921875,106,mid_term,Monitor / No Action,Within acceptable range (stress=54.2%)
Maharashtra,Raigad,105,3380,43283,46663,1.0141014101410142,12.986198619861986,14.000300030003,112.30660309432807,562.9523777591584,5.012593646810626,-39903,-380.0285714285714,0,32.51953125,105,mid_term,Monitor / No Action,Within acceptable range (stress=32.5%)
Maharashtra,Raigarh,106,5119,217858,222977,0.9287010159651669,39.52431059506531,40.453011611030476,126.14375832142807,908.3667742145619,7.200987074706367,-212739,-2006.9716981132076,0,37.3046875,106,mid_term,Monitor / No Action,Within acceptable range (stress=37.3%)
Maharashtra,Raigarh(Mh),92,85,1119,1204,0.19630484988452657,2.584295612009238,2.7806004618937643,73.97189207958631,345.7102571188113,4.673472232866965,-1034,-11.23913043478261,0,18.5546875,92,mid_term,Monitor / No Action,Within acceptable range (stress=18.6%)
Maharashtra,Ratnagiri,106,2512,175610,178122,0.392991239048811,27.47340425531915,27.86639549436796,47.279053982331845,309.3777680759609,6.543515542337848,-173098,-1633.0,0,9.1796875,106,mid_term,Monitor / No Action,Within acceptable range (stress=9.2%)
Maharashtra,Sangli,106,7415,285001,292416,1.241627595445412,47.722873409243135,48.96450100468854,103.36047630092327,619.9927807941527,5.9982964928744416,-277586,-2618.735849056604,0,30.078125,106,mid_term,Monitor / No Action,Within acceptable range (stress=30.1%)
Maharashtra,Satara,104,5865,279570,285435,0.8252427184466019,39.3372731110173,40.162515829463906,83.62864705680599,571.9171119977219,6.838688576662812,-273705,-2631.778846153846,0,22.75390625,104,mid_term,Monitor / No Action,Within acceptable range (stress=22.8%)
Maharashtra,Sindhudurg,106,1163,68532,69695,0.26865326865326866,15.830907830907831,16.0995610995611,44.38268268613335,287.3940827771397,6.475219391087827,-67369,-635.5566037735849,0,8.49609375,106,mid_term,Monitor / No Action,Within acceptable range (stress=8.5%)
Maharashtra,Solapur,106,12027,528461,540488,1.802067725501948,79.1820497452802,80.98411747078214,150.49107917429322,1067.1203267394944,7.090873703084421,-516434,-4872.018867924528,0,44.140625,106,mid_term,Monitor / No Action,Within acceptable range (stress=44.1%)
Maharashtra,Thane,107,43142,886060,929202,5.006033882571362,102.81503829194709,107.82107217451845,342.59823356598076,2332.480146121391,6.808188453440255,-842918,-7877.738317757009,0,69.23828125,107,mid_term,Monitor / No Action,Within acceptable range (stress=69.2%)
Maharashtra,Wardha,105,1888,146798,148686,1.100874635568513,85.59650145772595,86.69737609329447,127.74852152659764,690.4127236457135,5.404425123439453,-144910,-1380.095238095238,0,37.6953125,105,mid_term,Monitor / No Action,Within acceptable range (stress=37.7%)
Maharashtra,Washim,105,3313,178651,181964,2.5722049689440993,138.70419254658384,141.27639751552795,231.4196689249011,1180.9880751519509,5.103209149979582,-175338,-1669.8857142857144,0,60.15625,105,mid_term,Monitor / No Action,Within acceptable range (stress=60.2%)
Maharashtra,Washim *,88,30,1535,1565,0.06465517241379311,3.3081896551724137,3.372844827586207,15.114880901296296,122.02404398694726,8.072572467575,-1505,-17.102272727272727,0,4.6875,88,mid_term,Monitor / No Action,Within acceptable range (stress=4.7%)
Maharashtra,Yavatmal,105,7470,472849,480319,2.36992385786802,150.0155456852792,152.3854695431472,227.19705802497126,1104.691038426118,4.8622380315623195,-465379,-4432.1809523809525,0,59.765625,105,mid_term,Monitor / No Action,Within acceptable range (stress=59.8%)
Manipur,Bishnupur,106,1107,62967,64074,3.28486646884273,186.84569732937686,190.13056379821958,350.1824455151664,1560.9391768396467,4.457489915159461,-61860,-583.5849056603773,0,70.21484375,106,mid_term,Monitor / No Action,Within acceptable range (stress=70.2%)
Manipur,Chandel,102,733,15115,15848,1.2444821731748728,25.66213921901528,26.906621392190154,253.0563589113616,1851.3104098071813,7.315773853688404,-14382,-141.0,0,62.40234375,102,mid_term,Monitor / No Action,Within acceptable range (stress=62.4%)
Manipur,Churachandpur,104,4594,32467,37061,5.4174528301886795,38.28655660377358,43.70400943396226,377.4528383188883,2356.428811936304,6.242958933551757,-27873,-268.00961538461536,0,72.4609375,104,mid_term,Monitor / No Action,Within acceptable range (stress=72.5%)
Manipur,Imphal East,106,1103,101564,102667,1.0165898617511522,93.6073732718894,94.62396313364056,119.85507044853276,641.7326611321386,5.354194065687346,-100461,-947.7452830188679,0,34.86328125,106,mid_term,Monitor / No Action,Within acceptable range (stress=34.9%)
Manipur,Imphal West,103,1217,105319,106536,0.9736,84.2552,85.2288,116.03171196368972,790.3394013192286,6.811349902487418,-104102,-1010.6990291262136,0,33.7890625,103,mid_term,Monitor / No Action,Within acceptable range (stress=33.8%)
Manipur,Jiribam,99,145,3423,3568,0.8285714285714286,19.56,20.388571428571428,125.82495010892991,531.9095657551048,4.22734392464051,-3278,-33.111111111111114,0,37.01171875,99,mid_term,Monitor / No Action,Within acceptable range (stress=37.0%)
Manipur,Kakching,97,109,4541,4650,0.4977168949771689,20.735159817351597,21.232876712328768,63.96485482154127,423.5280203660943,6.621157827839521,-4432,-45.69072164948454,0,15.13671875,97,mid_term,Monitor / No Action,Within acceptable range (stress=15.1%)
Manipur,Kangpokpi,2,0,3,3,0.0,1.0,1.0,0.0,0.0,0.0,-3,-1.5,0,2.001953125,2,short_term,Monitor / No Action,Within acceptable range (stress=2.0%)
Manipur,Pherzawl,47,10,146,156,0.20408163265306123,2.979591836734694,3.183673469387755,183.6763844232165,781.9165333340927,4.257010386931772,-136,-2.893617021276596,0,51.5625,47,mid_term,Monitor / No Action,Within acceptable range (stress=51.6%)
Manipur,Senapati,104,1463,41194,42657,0.7659685863874346,21.567539267015707,22.33350785340314,117.89670128553908,790.3463905953238,6.703662429186521,-39731,-382.02884615384613,0,34.1796875,104,mid_term,Monitor / No Action,Within acceptable range (stress=34.2%)
Manipur,Tamenglong,103,945,15772,16717,1.6377816291161178,27.334488734835354,28.972270363951473,223.72013406548578,1223.412317407606,5.468470033097092,-14827,-143.95145631067962,0,59.27734375,103,mid_term,Monitor / No Action,Within acceptable range (stress=59.3%)
Manipur,Thoubal,105,1019,101442,102461,1.3568575233022637,135.07589880159787,136.43275632490014,146.50160846749537,877.7862367115084,5.991608244342376,-100423,-956.4095238095238,0,42.96875,105,mid_term,Monitor / No Action,Within acceptable range (stress=43.0%)
Manipur,Ukhrul,103,754,25329,26083,1.5873684210526315,53.32421052631579,54.91157894736842,164.29686121428765,825.7181452644819,5.025738857230333,-24575,-238.59223300970874,0,47.4609375,103,mid_term,Monitor / No Action,Within acceptable range (stress=47.5%)
Meghalaya,East Garo Hills,103,6041,6933,12974,16.780555555555555,19.258333333333333,36.03888888888889,714.3185049643532,2935.3814787396914,4.109339669908882,-892,-8.660194174757281,0,89.2578125,103,mid_term,Extra Counters,Sustained stress (89.3%) over mid-term (103 days)
Meghalaya,East Jaintia Hills,101,5109,5694,10803,23.76279069767442,26.483720930232558,50.246511627906976,642.3540938285842,2307.330086899352,3.5919853505747636,-585,-5.792079207920792,0,87.20703125,101,mid_term,Extra Counters,Sustained stress (87.2%) over mid-term (101 days)
Meghalaya,East Khasi Hills,109,28656,33441,62097,11.94,13.93375,25.87375,789.1886953145,6492.187209486802,8.226396325283494,-4785,-43.89908256880734,0,90.8203125,109,mid_term,Extra Counters,Sustained stress (90.8%) over mid-term (109 days)
Meghalaya,Eastern West Khasi Hills,81,818,221,1039,9.191011235955056,2.4831460674157304,11.674157303370787,5316.4671082346385,34459.69996413875,6.48169033700482,597,7.37037037037037,1,96.875,81,mid_term,Extra Counters,Sustained stress (96.9%) over mid-term (81 days)
Meghalaya,Jaintia Hills,20,4,29,33,0.14814814814814814,1.0740740740740742,1.2222222222222223,148.14814814814815,362.0139928982456,2.4435779579119417,-25,-1.25,0,43.359375,20,mid_term,Monitor / No Action,Within acceptable range (stress=43.4%)
Meghalaya,Kamrup,1,143,0,143,143.0,0.0,143.0,143000.0,,,143,143.0,6,97.55859375,1,short_term,Mobile Aadhaar Van,High stress (97.6%) in short-term (1 days)
Meghalaya,North Garo Hills,101,3053,4274,7327,7.166666666666667,10.032863849765258,17.199530516431924,1113.2295257366488,9837.989895003146,8.837333928202458,-1221,-12.089108910891088,0,94.43359375,101,mid_term,Extra Counters,Sustained stress (94.4%) over mid-term (101 days)
Meghalaya,Ri Bhoi,105,9265,10719,19984,14.753184713375797,17.068471337579616,31.821656050955415,1217.0198612242502,9554.498031871757,7.8507265867739555,-1454,-13.847619047619048,0,94.921875,105,mid_term,Extra Counters,Sustained stress (94.9%) over mid-term (105 days)
Meghalaya,South Garo Hills,99,4426,3994,8420,11.678100263852242,10.538258575197888,22.21635883905013,3193.3289680433727,19064.719009912922,5.970168820854525,432,4.363636363636363,1,96.19140625,99,mid_term,Extra Counters,Sustained stress (96.2%) over mid-term (99 days)
Meghalaya,South West Garo Hills,101,4934,9907,14841,16.446666666666665,33.02333333333333,49.47,396.9622326525433,1604.473783025032,4.041870004694885,-4973,-49.23762376237624,0,74.70703125,101,mid_term,Monitor / No Action,Within acceptable range (stress=74.7%)
Meghalaya,South West Khasi Hills,103,3437,6240,9677,12.498181818181818,22.69090909090909,35.18909090909091,400.41680071044806,1454.8039617401475,3.633215004824803,-2803,-27.21359223300971,0,75.09765625,103,mid_term,Monitor / No Action,Within acceptable range (stress=75.1%)
Meghalaya,West Garo Hills,105,15799,44474,60273,20.255128205128205,57.01794871794872,77.27307692307693,531.1020401784735,2430.5465894904896,4.576412495537064,-28675,-273.0952380952381,0,82.8125,105,mid_term,Monitor / No Action,Within acceptable range (stress=82.8%)
Meghalaya,West Jaintia Hills,105,11751,11225,22976,34.35964912280702,32.82163742690059,67.18128654970761,3851.5021653296894,20675.523468583087,5.368169927704904,526,5.0095238095238095,1,96.2890625,105,mid_term,Extra Counters,Sustained stress (96.3%) over mid-term (105 days)
Meghalaya,West Khasi Hills,107,15803,13364,29167,69.92477876106194,59.13274336283186,129.05752212389382,4478.767535514004,23814.89629734503,5.317286684611381,2439,22.794392523364486,1,96.77734375,107,mid_term,Extra Counters,Sustained stress (96.8%) over mid-term (107 days)
Mizoram,Aizawl,104,1013,47013,48026,0.7293016558675306,33.84665226781858,34.57595392368611,112.39333573630606,519.4029797309083,4.621255834008446,-46000,-442.3076923076923,0,32.6171875,104,mid_term,Monitor / No Action,Within acceptable range (stress=32.6%)
Mizoram,Champhai,101,1139,19956,21095,2.5945330296127564,45.45785876993166,48.05239179954442,123.12891341528848,599.3613426902447,4.867715131649112,-18817,-186.30693069306932,0,35.7421875,101,mid_term,Monitor / No Action,Within acceptable range (stress=35.7%)
Mizoram,Hnahthial,32,2,52,54,0.058823529411764705,1.5294117647058822,1.588235294117647,0.0587647646471176,0.23859397963098192,3.992218174701523,-50,-1.5625,0,4.1015625,32,mid_term,Monitor / No Action,Within acceptable range (stress=4.1%)
Mizoram,Khawzawl,33,34,37,71,0.8947368421052632,0.9736842105263158,1.868421052631579,316.1313554274968,661.7417261134781,2.093242639522372,-3,-0.09090909090909091,0,67.67578125,33,mid_term,Monitor / No Action,Within acceptable range (stress=67.7%)
Mizoram,Kolasib,99,273,13814,14087,0.5759493670886076,29.143459915611814,29.719409282700422,76.01748792780599,359.88293016952065,4.734150072957225,-13541,-136.77777777777777,0,19.53125,99,mid_term,Monitor / No Action,Within acceptable range (stress=19.5%)
Mizoram,Lawngtlai,101,1616,16195,17811,4.029925187032419,40.38653366583541,44.416458852867834,197.20578051481445,1135.1268552395302,5.756023460634802,-14579,-144.34653465346534,0,54.39453125,101,mid_term,Monitor / No Action,Within acceptable range (stress=54.4%)
Mizoram,Lunglei,102,700,21229,21929,1.1764705882352942,35.67899159663865,36.85546218487395,336.22096306672586,5551.827823966248,16.51238893892379,-20529,-201.26470588235293,0,68.75,102,mid_term,Monitor / No Action,Within acceptable range (stress=68.8%)
Mizoram,Mamit,97,170,12252,12422,0.46831955922865015,33.752066115702476,34.22038567493113,113.02244540062944,557.1311652639015,4.929341547579462,-12082,-124.55670103092784,0,33.10546875,97,mid_term,Monitor / No Action,Within acceptable range (stress=33.1%)
Mizoram,Mammit,89,76,3395,3471,0.25249169435215946,11.279069767441861,11.53156146179402,106.37008245106755,426.5924136667814,4.010417153205346,-3319,-37.29213483146067,0,30.76171875,89,mid_term,Monitor / No Action,Within acceptable range (stress=30.8%)
Mizoram,Saiha,100,639,7391,8030,3.195,36.955,40.15,220.20100587483384,941.2447893267741,4.274460559917841,-6752,-67.52,0,58.203125,100,mid_term,Monitor / No Action,Within acceptable range (stress=58.2%)
Mizoram,Saitual,59,12,168,180,0.15,2.1,2.25,100.04162781570314,586.7669077818797,5.865168884436062,-156,-2.6440677966101696,0,28.80859375,59,mid_term,Monitor / No Action,Within acceptable range (stress=28.8%)
Mizoram,Serchhip,94,100,9214,9314,0.3508771929824561,32.329824561403505,32.680701754385964,45.67405535254069,254.57415283587923,5.57359265075786,-9114,-96.95744680851064,0,8.984375,94,mid_term,Monitor / No Action,Within acceptable range (stress=9.0%)
Nagaland,Chumukedima,94,182,2092,2274,0.6341463414634146,7.289198606271777,7.923344947735192,111.57708764420246,419.9027150144868,3.7633080462309274,-1910,-20.319148936170212,0,32.421875,94,mid_term,Monitor / No Action,Within acceptable range (stress=32.4%)
Nagaland,Dimapur,104,3182,31634,34816,4.57183908045977,45.451149425287355,50.02298850574713,153.80080086040851,726.2165283317271,4.7217686936633845,-28452,-273.5769230769231,0,44.921875,104,mid_term,Monitor / No Action,Within acceptable range (stress=44.9%)
Nagaland,Kiphire,102,881,6045,6926,7.728070175438597,53.026315789473685,60.75438596491228,824.745372008102,3005.0939823945187,3.643658322591564,-5164,-50.627450980392155,0,91.40625,102,mid_term,Extra Counters,Sustained stress (91.4%) over mid-term (102 days)
Nagaland,Kohima,103,1609,16135,17744,2.3251445086705202,23.316473988439306,25.641618497109828,202.3981220971644,977.0538548345771,4.827362118525047,-14526,-141.02912621359224,0,55.2734375,103,mid_term,Monitor / No Action,Within acceptable range (stress=55.3%)
Nagaland,Longleng,102,886,3310,4196,4.474747474747475,16.717171717171716,21.19191919191919,186.95702037715643,787.2052110717176,4.210598772300131,-2424,-23.764705882352942,0,52.5390625,102,mid_term,Monitor / No Action,Within acceptable range (stress=52.5%)
