state,district,avg_daily_enrolments,avg_daily_updates,daily_gap,operators_needed,stress_percentile,recommendation
Madhya Pradesh,Singrauli,5.737179487179487,136.0540293040293,-1368.326923076923,0,86.42578125,Extra Counters
Madhya Pradesh,Tikamgarh,4.266906044284859,118.25433871932974,-1849.2524271844661,0,83.0078125,Monitor / No Action
Madhya Pradesh,Ujjain,6.474896361123906,92.38830032243206,-1793.4423076923076,0,87.40234375,Extra Counters
Madhya Pradesh,Umaria,6.888739946380697,81.37935656836461,-529.2380952380952,0,91.2109375,Extra Counters
Madhya Pradesh,Vidisha,8.667799490229397,135.41716227697535,-1434.4615384615386,0,87.01171875,Extra Counters
Madhya Pradesh,West Nimar,0.595219123505976,8.960956175298804,-102.93137254901961,0,39.0625,Monitor / No Action
Maharashtra,Ahilyanagar,0.01634877384196185,2.3651226158038146,-71.83333333333333,0,4.4921875,Monitor / No Action
Maharashtra,Ahmadnagar,1.3720574387947269,62.14924670433145,-4871.3490566037735,0,48.2421875,Monitor / No Action
Maharashtra,Ahmed Nagar,0.15439093484419264,4.666666666666667,-95.57,0,11.328125,Monitor / No Action
West Bengal,North Twenty Four Parganas,0.34983570646221246,6.282146768893757,-255.4811320754717,0,16.9921875,Monitor / No Action
Maharashtra,Akola,1.6915820029027575,82.677793904209,-2166.970873786408,0,52.05078125,Monitor / No Action
Maharashtra,Amravati,1.6980568011958146,100.74065769805681,-3750.5377358490564,0,50.78125,Monitor / No Action
Maharashtra,Aurangabad,4.2627392493164304,104.76559781257768,-3709.3853211009173,0,81.34765625,Monitor / No Action
Maharashtra,Beed,3.8947976878612716,147.4655105973025,-3514.7735849056603,0,63.57421875,Monitor / No Action
Maharashtra,Bhandara,0.9702970297029703,67.20375195414279,-1222.1346153846155,0,35.3515625,Monitor / No Action
Maharashtra,Bid,0.39842067480258436,13.458004307250539,-183.75757575757575,0,15.52734375,Monitor / No Action
Maharashtra,Buldana,0.47368421052631576,23.385816235504013,-493.9326923076923,0,20.703125,Monitor / No Action
Maharashtra,Buldhana,2.2986499835363845,100.13566019097794,-2829.8190476190475,0,55.95703125,Monitor / No Action
Maharashtra,Chandrapur,1.43431722348362,95.93156016866688,-2828.4951456310678,0,38.0859375,Monitor / No Action
Maharashtra,Chatrapati Sambhaji Nagar,1.31875,41.90625,-65.5959595959596,0,30.859375,Monitor / No Action
Maharashtra,Chhatrapati Sambhajinagar,0.39285714285714285,6.286904761904762,-142.81730769230768,0,27.83203125,Monitor / No Action
Maharashtra,Dharashiv,0.12688553682342502,2.7905944986690328,-30.02,0,10.44921875,Monitor / No Action
Maharashtra,Dhule,4.789816232771822,92.36523736600306,-2178.542857142857,0,81.54296875,Monitor / No Action
Maharashtra,Dist : Thane,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Maharashtra,Gadchiroli,1.621191135734072,121.56648199445983,-1681.5631067961165,0,53.90625,Monitor / No Action
Maharashtra,Gondia,0.06278026905829596,3.6412556053811658,-18.344827586206897,0,4.78515625,Monitor / No Action
Maharashtra,Gondiya,2.2931174089068826,113.72388663967611,-1323.2403846153845,0,66.50390625,Monitor / No Action
Maharashtra,Gondiya *,0.08206686930091185,4.4316109422492405,-31.108695652173914,0,5.17578125,Monitor / No Action
Maharashtra,Hingoli,7.438356164383562,175.83287671232875,-1773.0,0,88.37890625,Extra Counters
Maharashtra,Hingoli *,0.1,0.9,-0.8,0,28.564453125,Monitor / No Action
Maharashtra,Jalgaon,2.2628403998621165,90.10186142709411,-4807.943396226415,0,60.3515625,Monitor / No Action
Maharashtra,Jalna,2.2627257799671594,102.69991789819376,-2330.1428571428573,0,67.28515625,Monitor / No Action
Maharashtra,Kolhapur,1.015726307076838,50.382535522140984,-3376.0377358490564,0,35.15625,Monitor / No Action
Maharashtra,Latur,3.133977320453591,142.44267114657706,-3158.9904761904763,0,64.84375,Monitor / No Action
Maharashtra,Mumbai,1.5784129786999228,54.79748372144355,-4549.226415094339,0,49.609375,Monitor / No Action
Maharashtra,Mumbai City,0.9506254114549045,27.634628044766295,-779.4807692307693,0,29.4921875,Monitor / No Action
Maharashtra,Mumbai Suburban,3.4459563050977384,59.25967803756228,-2747.509433962264,0,58.3984375,Monitor / No Action
Maharashtra,Mumbai( Sub Urban ),0.17854039965247612,3.249782797567333,-70.7,0,8.0078125,Monitor / No Action
Maharashtra,Nagpur,1.851222610352493,73.63035884407749,-4264.764150943396,0,51.3671875,Monitor / No Action
Maharashtra,Nanded,2.86301703163017,124.79732360097323,-4772.857142857143,0,63.0859375,Monitor / No Action
Maharashtra,Nandurbar,5.351101998974885,115.62224500256279,-2029.6132075471698,0,78.02734375,Monitor / No Action
Maharashtra,Nandurbar *,0.24162257495590828,3.5925925925925926,-20.652173913043477,0,16.796875,Monitor / No Action
Maharashtra,Nashik,3.055224087692521,104.29457471902317,-6883.320754716981,0,66.015625,Monitor / No Action
Maharashtra,Near Uday Nagar Nit Garden,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Maharashtra,Osmanabad,1.5747871909201459,95.49452776651803,-2227.8846153846152,0,51.26953125,Monitor / No Action
Maharashtra,Palghar,3.0102827763496145,70.40931162524993,-2226.0754716981132,0,65.52734375,Monitor / No Action
Maharashtra,Parbhani,3.3915198237885464,149.80506607929516,-2484.92523364486,0,75.5859375,Monitor / No Action
Maharashtra,Pune,2.281904761904762,67.37545787545787,-8382.330188679245,0,54.19921875,Monitor / No Action
Maharashtra,Raigad,1.0141014101410142,12.986198619861986,-380.0285714285714,0,32.51953125,Monitor / No Action
Maharashtra,Raigarh,0.9287010159651669,39.52431059506531,-2006.9716981132076,0,37.3046875,Monitor / No Action
Maharashtra,Raigarh(Mh),0.19630484988452657,2.584295612009238,-11.23913043478261,0,18.5546875,Monitor / No Action
Maharashtra,Ratnagiri,0.392991239048811,27.47340425531915,-1633.0,0,9.1796875,Monitor / No Action
Maharashtra,Sangli,1.241627595445412,47.722873409243135,-2618.735849056604,0,30.078125,Monitor / No Action
Maharashtra,Satara,0.8252427184466019,39.3372731110173,-2631.778846153846,0,22.75390625,Monitor / No Action
Maharashtra,Sindhudurg,0.26865326865326866,15.830907830907831,-635.5566037735849,0,8.49609375,Monitor / No Action
Maharashtra,Solapur,1.802067725501948,79.1820497452802,-4872.018867924528,0,44.140625,Monitor / No Action
Maharashtra,Thane,5.006033882571362,102.81503829194709,-7877.738317757009,0,69.23828125,Monitor / No Action
Maharashtra,Wardha,1.100874635568513,85.59650145772595,-1380.095238095238,0,37.6953125,Monitor / No Action
Maharashtra,Washim,2.5722049689440993,138.70419254658384,-1669.8857142857144,0,60.15625,Monitor / No Action
Maharashtra,Washim *,0.06465517241379311,3.3081896551724137,-17.102272727272727,0,4.6875,Monitor / No Action
Maharashtra,Yavatmal,2.36992385786802,150.0155456852792,-4432.1809523809525,0,59.765625,Monitor / No Action
Manipur,Bishnupur,3.28486646884273,186.84569732937686,-583.5849056603773,0,70.21484375,Monitor / No Action
Manipur,Chandel,1.2444821731748728,25.66213921901528,-141.0,0,62.40234375,Monitor / No Action
Manipur,Churachandpur,5.4174528301886795,38.28655660377358,-268.00961538461536,0,72.4609375,Monitor / No Action
Manipur,Imphal East,1.0165898617511522,93.6073732718894,-947.7452830188679,0,34.86328125,Monitor / No Action
Manipur,Imphal West,0.9736,84.2552,-1010.6990291262136,0,33.7890625,Monitor / No Action
Manipur,Jiribam,0.8285714285714286,19.56,-33.111111111111114,0,37.01171875,Monitor / No Action
Manipur,Kakching,0.4977168949771689,20.735159817351597,-45.69072164948454,0,15.13671875,Monitor / No Action
Manipur,Kangpokpi,0.0,1.0,-1.5,0,2.001953125,Monitor / No Action
Manipur,Pherzawl,0.20408163265306123,2.979591836734694,-2.893617021276596,0,51.5625,Monitor / No Action
Manipur,Senapati,0.7659685863874346,21.567539267015707,-382.02884615384613,0,34.1796875,Monitor / No Action
Manipur,Tamenglong,1.6377816291161178,27.334488734835354,-143.95145631067962,0,59.27734375,Monitor / No Action
Manipur,Thoubal,1.3568575233022637,135.07589880159787,-956.4095238095238,0,42.96875,Monitor / No Action
Manipur,Ukhrul,1.5873684210526315,53.32421052631579,-238.59223300970874,0,47.4609375,Monitor / No Action
Meghalaya,East Garo Hills,16.780555555555555,19.258333333333333,-8.660194174757281,0,89.2578125,Extra Counters
Meghalaya,East Jaintia Hills,23.76279069767442,26.483720930232558,-5.792079207920792,0,87.20703125,Extra Counters
Meghalaya,East Khasi Hills,11.94,13.93375,-43.89908256880734,0,90.8203125,Extra Counters
West Bengal,Paschim Bardhaman,0.2888432580424367,4.942276979237965,-192.41509433962264,0,22.0703125,Monitor / No Action
Meghalaya,Jaintia Hills,0.14814814814814814,1.0740740740740742,-1.25,0,43.359375,Monitor / No Action
West Bengal,Paschim Medinipur,2.2088568229879337,37.42629680308496,-2696.3142857142857,0,63.18359375,Monitor / No Action
Meghalaya,North Garo Hills,7.166666666666667,10.032863849765258,-12.089108910891088,0,94.43359375,Extra Counters
Meghalaya,Ri Bhoi,14.753184713375797,17.068471337579616,-13.847619047619048,0,94.921875,Extra Counters
West Bengal,Purba Bardhaman,0.6144355336212215,6.2757557063541025,-262.2,0,39.35546875,Monitor / No Action
Meghalaya,South West Garo Hills,16.446666666666665,33.02333333333333,-49.23762376237624,0,74.70703125,Monitor / No Action
Meghalaya,South West Khasi Hills,12.498181818181818,22.69090909090909,-27.21359223300971,0,75.09765625,Monitor / No Action
Meghalaya,West Garo Hills,20.255128205128205,57.01794871794872,-273.0952380952381,0,82.8125,Monitor / No Action
West Bengal,Purba Medinipur,1.6546711991560192,23.758996600632987,-1795.9238095238095,0,49.12109375,Monitor / No Action
West Bengal,Purulia,0.491751269035533,5.753807106598985,-80.51456310679612,0,24.70703125,Monitor / No Action
Mizoram,Aizawl,0.7293016558675306,33.84665226781858,-442.3076923076923,0,32.6171875,Monitor / No Action
Mizoram,Champhai,2.5945330296127564,45.45785876993166,-186.30693069306932,0,35.7421875,Monitor / No Action
Mizoram,Hnahthial,0.058823529411764705,1.5294117647058822,-1.5625,0,4.1015625,Monitor / No Action
Mizoram,Khawzawl,0.8947368421052632,0.9736842105263158,-0.09090909090909091,0,67.67578125,Monitor / No Action
Mizoram,Kolasib,0.5759493670886076,29.143459915611814,-136.77777777777777,0,19.53125,Monitor / No Action
Mizoram,Lawngtlai,4.029925187032419,40.38653366583541,-144.34653465346534,0,54.39453125,Monitor / No Action
Mizoram,Lunglei,1.1764705882352942,35.67899159663865,-201.26470588235293,0,68.75,Monitor / No Action
Mizoram,Mamit,0.46831955922865015,33.752066115702476,-124.55670103092784,0,33.10546875,Monitor / No Action
Mizoram,Mammit,0.25249169435215946,11.279069767441861,-37.29213483146067,0,30.76171875,Monitor / No Action
Mizoram,Saiha,3.195,36.955,-67.52,0,58.203125,Monitor / No Action
Mizoram,Saitual,0.15,2.1,-2.6440677966101696,0,28.80859375,Monitor / No Action
Mizoram,Serchhip,0.3508771929824561,32.329824561403505,-96.95744680851064,0,8.984375,Monitor / No Action
Nagaland,Chumukedima,0.6341463414634146,7.289198606271777,-20.319148936170212,0,32.421875,Monitor / No Action
Nagaland,Dimapur,4.57183908045977,45.451149425287355,-273.5769230769231,0,44.921875,Monitor / No Action
Nagaland,Kiphire,7.728070175438597,53.026315789473685,-50.627450980392155,0,91.40625,Extra Counters
Nagaland,Kohima,2.3251445086705202,23.316473988439306,-141.02912621359224,0,55.2734375,Monitor / No Action
Nagaland,Longleng,4.474747474747475,16.717171717171716,-23.764705882352942,0,52.5390625,Monitor / No Action
Nagaland,Meluri,0.22972972972972974,12.635135135135135,-12.405405405405405,0,7.32421875,Monitor / No Action
Nagaland,Mokokchung,0.9067164179104478,18.979477611940297,-93.14423076923077,0,34.765625,Monitor / No Action
Nagaland,Mon,5.672680412371134,43.97164948453608,-141.52380952380952,0,74.8046875,Monitor / No Action
Nagaland,Niuland,0.2204724409448819,4.881889763779528,-7.688311688311688,0,37.20703125,Monitor / No Action
Nagaland,Noklak,3.758241758241758,11.824175824175825,-8.065934065934066,0,45.3125,Monitor / No Action
Nagaland,Peren,5.64591439688716,22.7431906614786,-42.25,0,56.4453125,Monitor / No Action
Nagaland,Phek,2.4832535885167464,23.514354066985646,-87.03960396039604,0,73.046875,Monitor / No Action
Nagaland,Shamator,2.627659574468085,5.446808510638298,-2.8191489361702127,0,93.26171875,Extra Counters
Nagaland,Tseminyu,0.4603174603174603,4.0476190476190474,-3.7049180327868854,0,62.6953125,Monitor / No Action
Nagaland,Tuensang,3.672209026128266,29.612826603325416,-104.00952380952381,0,66.2109375,Monitor / No Action
Nagaland,Wokha,2.715686274509804,39.61274509803921,-73.07766990291262,0,78.61328125,Monitor / No Action
Nagaland,Zunheboto,2.0215633423180592,26.296495956873315,-87.4368932038835,0,60.25390625,Monitor / No Action
Odisha,Angul,1.164813343923749,34.077839555202544,-796.875,0,38.4765625,Monitor / No Action
Odisha,Anugal,0.14285714285714285,0.9285714285714286,-0.7857142857142857,0,41.796875,Monitor / No Action
Odisha,Anugul,0.190253045923149,3.204311152764761,-32.16,0,11.1328125,Monitor / No Action
Odisha,Anugul  *,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Odisha,Balangir,1.9945612762871645,47.79079042784627,-1214.4807692307693,0,59.375,Monitor / No Action
Odisha,Baleshwar,0.2775175644028103,7.907494145199063,-313.2692307692308,0,7.91015625,Monitor / No Action
Odisha,Baleswar,1.245262933787524,28.824781775601448,-1245.5865384615386,0,48.828125,Monitor / No Action
Odisha,Balianta,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Odisha,Bargarh,2.1036333608587943,44.67836498761354,-1001.1262135922331,0,61.23046875,Monitor / No Action
Odisha,Baudh,0.4138755980861244,13.425837320574162,-55.5,0,10.05859375,Monitor / No Action
Odisha,Bhadrak,1.2849087003222341,34.60230934479055,-1181.6571428571428,0,41.50390625,Monitor / No Action
Odisha,Bhadrak(R),0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Odisha,Boudh,1.2403932082216265,27.638963360142984,-292.4752475247525,0,43.9453125,Monitor / No Action
Odisha,Cuttack,0.886881647813608,30.149079858179977,-1635.0943396226414,0,31.93359375,Monitor / No Action
Odisha,Debagarh,1.5241502683363148,39.92665474060823,-208.41747572815535,0,45.99609375,Monitor / No Action
Odisha,Dhenkanal,1.4038004750593824,46.93729216152019,-930.5631067961165,0,50.29296875,Monitor / No Action
Odisha,Gajapati,1.3205551883674818,49.204230006609386,-703.3786407766991,0,41.9921875,Monitor / No Action
Odisha,Ganjam,1.077948578424704,35.3560059855802,-2422.8653846153848,0,34.08203125,Monitor / No Action
Odisha,Jagatsinghapur,1.2027917797595968,23.11283443195037,-538.152380952381,0,44.43359375,Monitor / No Action
Odisha,Jagatsinghpur,0.31916902738432484,7.419735599622285,-148.9009900990099,0,12.6953125,Monitor / No Action
Odisha,Jajapur,0.677762982689747,21.054327563249,-750.1372549019608,0,20.3125,Monitor / No Action
Odisha,Jajapur  *,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Odisha,Jajpur,0.7211482132396017,15.02489748096075,-469.5480769230769,0,33.69140625,Monitor / No Action
Odisha,Jharsuguda,0.6736965436438196,21.893966022261278,-351.6796116504854,0,21.77734375,Monitor / No Action
Odisha,Kalahandi,1.7956115400243804,52.82202356765543,-1195.9619047619049,0,53.7109375,Monitor / No Action
Odisha,Kandhamal,1.355575459023735,36.35244066278549,-744.2666666666667,0,54.296875,Monitor / No Action
Odisha,Kendrapara,1.0498659517426274,28.776139410187668,-1004.0679611650486,0,36.328125,Monitor / No Action
West Bengal,Puruliya,3.4877071084981295,53.992784607161944,-1799.904761904762,0,72.65625,Monitor / No Action
Odisha,Kendujhar,1.320439231345146,35.45121038183179,-1302.4952380952382,0,49.51171875,Monitor / No Action
Odisha,Khorda,0.775045871559633,22.463669724770643,-1136.5673076923076,0,32.91015625,Monitor / No Action
Odisha,Khordha,0.28431839847473783,6.867969494756911,-268.20388349514565,0,10.15625,Monitor / No Action
Odisha,Khordha  *,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Odisha,Koraput,1.5206043956043955,46.68131868131868,-1252.4571428571428,0,52.734375,Monitor / No Action
Odisha,Malkangiri,2.9095528455284554,65.3119918699187,-596.1553398058253,0,59.66796875,Monitor / No Action
Odisha,Mayurbhanj,1.276031746031746,33.65714285714286,-1942.8666666666666,0,42.67578125,Monitor / No Action
Odisha,Nabarangapur,4.244322092222987,83.03028217481074,-1100.7307692307693,0,77.83203125,Monitor / No Action
West Bengal,South  Twenty Four Parganas,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Odisha,Nayagarh,1.0466522678185746,34.02850971922246,-734.1634615384615,0,36.71875,Monitor / No Action
Odisha,Nuapada,2.9815078236130867,85.6927453769559,-564.5242718446602,0,65.91796875,Monitor / No Action
Odisha,Puri,1.1645408163265305,31.880420918367346,-935.1941747572815,0,43.75,Monitor / No Action
Odisha,Rayagada,1.8802113916617733,49.38226658837346,-770.4380952380952,0,68.06640625,Monitor / No Action
Odisha,Sambalpur,1.0494596841230257,31.547797173732334,-705.5673076923077,0,32.2265625,Monitor / No Action
Odisha,Sonapur,1.7275943396226414,42.04245283018868,-331.9126213592233,0,50.48828125,Monitor / No Action
Odisha,Subarnapur,0.5838235294117647,13.96029411764706,-89.17647058823529,0,29.19921875,Monitor / No Action
Odisha,Sundargarh,0.21562021439509954,6.69739663093415,-205.46601941747574,0,8.59375,Monitor / No Action
Odisha,Sundergarh,0.7848732787866693,24.89822390740371,-1161.8461538461538,0,38.8671875,Monitor / No Action
Puducherry,Cuddalore,0.0,1.2,-1.2,0,2.001953125,Monitor / No Action
Puducherry,Karaikal,0.7350993377483444,27.288741721854304,-192.76923076923077,0,38.57421875,Monitor / No Action
Puducherry,Pondicherry,0.5292383292383293,14.38132678132678,-271.0480769230769,0,18.1640625,Monitor / No Action
Puducherry,Puducherry,0.5729895104895105,18.776223776223777,-396.65714285714284,0,20.99609375,Monitor / No Action
Puducherry,Viluppuram,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Puducherry,Yanam,0.38461538461538464,5.730769230769231,-5.346153846153846,0,10.64453125,Monitor / No Action
Punjab,Amritsar,2.6930022573363432,63.23391647855531,-2005.2056074766356,0,58.88671875,Monitor / No Action
Punjab,Barnala,0.9737354085603113,43.70330739299611,-422.36538461538464,0,41.40625,Monitor / No Action
Punjab,Bathinda,1.4125465178096757,67.51355661881978,-1195.5384615384614,0,51.171875,Monitor / No Action
Punjab,Faridkot,1.1027227722772277,61.73762376237624,-475.6601941747573,0,40.0390625,Monitor / No Action
Punjab,Fatehgarh Sahib,0.6944818304172274,31.585464333781964,-441.38461538461536,0,22.265625,Monitor / No Action
Punjab,Fazilka,1.8265503875968991,82.92538759689923,-797.0857142857143,0,59.47265625,Monitor / No Action
Punjab,Ferozepur,0.892034233048058,49.445687952600395,-716.0485436893204,0,28.125,Monitor / No Action
Punjab,Firozpur,0.25855263157894737,10.70592105263158,-154.1747572815534,0,9.765625,Monitor / No Action
Punjab,Gurdaspur,1.584371108343711,51.84900373599004,-1552.4038461538462,0,44.04296875,Monitor / No Action
Punjab,Hoshiarpur,0.8938963027783855,27.290746007438198,-1138.301886792453,0,23.4375,Monitor / No Action
Punjab,Jalandhar,0.6815340429126542,30.114208481162358,-1691.378640776699,0,27.1484375,Monitor / No Action
Punjab,Kapurthala,1.7912408759124088,31.023844282238443,-577.625,0,35.83984375,Monitor / No Action
Punjab,Ludhiana,2.756078307546574,44.052731291443,-2467.669811320755,0,56.640625,Monitor / No Action
Punjab,Malerkotla,1.5563770794824399,42.49353049907579,-219.27722772277227,0,59.86328125,Monitor / No Action
Punjab,Mansa,1.0772994129158513,72.02837573385519,-697.2307692307693,0,47.55859375,Monitor / No Action
Punjab,Moga,0.7354523227383863,37.712469437652814,-727.0961538461538,0,32.03125,Monitor / No Action
Punjab,Muktsar,0.4116915422885572,14.307213930348258,-111.72,0,14.16015625,Monitor / No Action
Punjab,Nawanshahr,0.10718294051627385,3.5347923681257014,-65.6774193548387,0,5.2734375,Monitor / No Action
Punjab,Pathankot,0.9549393414211439,31.682842287694974,-344.2718446601942,0,30.37109375,Monitor / No Action
Punjab,Patiala,2.590122199592668,91.87983706720978,-1686.201923076923,0,61.03515625,Monitor / No Action
Punjab,Rupnagar,0.6258919469928644,28.04230377166157,-517.2211538461538,0,18.45703125,Monitor / No Action
West Bengal,South 24 Pargana,0.1,1.2,-1.1578947368421053,0,28.564453125,Monitor / No Action
Punjab,S.A.S Nagar(Mohali),0.22761506276150628,3.679497907949791,-40.84158415841584,0,23.53515625,Monitor / No Action
Punjab,Sangrur,1.3067202757036187,59.81217690982194,-979.4038461538462,0,46.2890625,Monitor / No Action
Punjab,Sas Nagar (Mohali),1.2213322091062395,42.24536256323778,-926.7523809523809,0,45.41015625,Monitor / No Action
Punjab,Shaheed Bhagat Singh Nagar,0.38512949039264827,14.469924812030076,-327.36893203883494,0,14.94140625,Monitor / No Action
Punjab,Sri Muktsar Sahib,0.939568345323741,50.813669064748204,-679.656862745098,0,34.27734375,Monitor / No Action
Punjab,Tarn Taran,1.1423515532835233,39.45497443963822,-936.8173076923077,0,47.0703125,Monitor / No Action
Rajasthan,Ajmer,2.3909547738693466,46.34793969849246,-2063.0754716981132,0,65.4296875,Monitor / No Action
Rajasthan,Alwar,5.022120017520806,70.82282084975908,-2861.390476190476,0,83.7890625,Monitor / No Action
Rajasthan,Balotra,0.0053475935828877,2.0053475935828877,-10.108108108108109,0,4.39453125,Monitor / No Action
Rajasthan,Banswara,3.979131415679639,89.52509870276367,-1444.5047619047618,0,87.6953125,Extra Counters
Rajasthan,Baran,4.450072358900145,96.90231548480463,-1216.847619047619,0,85.64453125,Extra Counters
Rajasthan,Barmer,5.765893792071803,101.2210172026926,-2407.990566037736,0,92.28515625,Extra Counters
Rajasthan,Beawar,0.006024096385542169,2.3855421686746987,-10.394736842105264,0,4.58984375,Monitor / No Action
Rajasthan,Bharatpur,5.367595260967019,71.10374639769452,-1936.7358490566037,0,88.4765625,Extra Counters
Rajasthan,Bhilwara,3.4414099714194983,60.79136233724992,-1703.7264150943397,0,78.125,Monitor / No Action
Rajasthan,Bikaner,5.073151750972762,73.66342412451363,-1662.9905660377358,0,85.546875,Extra Counters
Rajasthan,Bundi,2.909090909090909,58.407878787878786,-872.1238095238095,0,75.390625,Monitor / No Action
Rajasthan,Chittaurgarh,0.36785329018338725,4.081984897518878,-34.08910891089109,0,31.54296875,Monitor / No Action
Rajasthan,Chittorgarh,2.0233676975945016,37.86769759450172,-993.4,0,61.9140625,Monitor / No Action
Rajasthan,Churu,5.128257328990228,75.6665309446254,-1634.3584905660377,0,84.765625,Monitor / No Action
Rajasthan,Dausa,2.3502358490566038,55.961871069182386,-1298.9333333333334,0,69.140625,Monitor / No Action
Rajasthan,Deeg,0.12849162011173185,2.1210428305400373,-11.88888888888889,0,17.7734375,Monitor / No Action
Rajasthan,Dhaulpur,0.6717948717948717,3.8666666666666667,-6.627659574468085,0,55.17578125,Monitor / No Action
Rajasthan,Dholpur,6.585635359116022,102.02288871349644,-1173.9708737864078,0,89.35546875,Extra Counters
Rajasthan,Didwana-Kuchaman,0.006269592476489028,1.6927899686520376,-13.794871794871796,0,4.296875,Monitor / No Action
Rajasthan,Dungarpur,2.5990299110751818,61.91390460792239,-1411.0096153846155,0,76.26953125,Monitor / No Action
Rajasthan,Ganganagar,2.015801354401806,55.4627539503386,-1352.9714285714285,0,67.48046875,Monitor / No Action
Rajasthan,Hanumangarh,2.759565962307253,85.13649343232439,-1386.9423076923076,0,72.55859375,Monitor / No Action
Rajasthan,Jaipur,3.9697762658641893,71.19874394871124,-4847.462264150943,0,75.78125,Monitor / No Action
Rajasthan,Jaisalmer,2.30997526793075,49.46084089035449,-544.7047619047619,0,78.3203125,Monitor / No Action
Rajasthan,Jalor,6.700737100737101,71.68648648648649,-1259.4857142857143,0,92.578125,Extra Counters
Rajasthan,Jalore,1.0809628008752736,1.8052516411378556,-5.338709677419355,0,94.23828125,Extra Counters
Rajasthan,Jhalawar,3.9352806414662083,78.58190148911798,-1253.201923076923,0,80.2734375,Monitor / No Action
Rajasthan,Jhunjhunu,0.19096774193548388,2.5916129032258066,-37.21,0,20.80078125,Monitor / No Action
Rajasthan,Jhunjhunun,1.6382411725516322,33.000222074172775,-1357.9134615384614,0,58.0078125,Monitor / No Action
Rajasthan,Jodhpur,5.317959980478282,78.75207418252806,-2838.990566037736,0,84.27734375,Monitor / No Action
Rajasthan,Karauli,3.5390689941812137,50.744389027431424,-1081.6761904761904,0,72.94921875,Monitor / No Action
Rajasthan,Khairthal-Tijara,0.0,4.329842931937173,-21.205128205128204,0,2.001953125,Monitor / No Action
Rajasthan,Kota,2.5502958579881656,54.64183780020884,-1425.3238095238096,0,72.0703125,Monitor / No Action
Rajasthan,Kotputli-Behror,0.0,1.742489270386266,-10.41025641025641,0,2.001953125,Monitor / No Action
Rajasthan,Nagaur,3.762602709304908,61.96602265156562,-2472.5471698113206,0,79.39453125,Monitor / No Action
Rajasthan,Near Meera Hospital,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Rajasthan,Pali,2.1444738743077294,49.12472911148567,-1858.1809523809525,0,66.30859375,Monitor / No Action
Rajasthan,Phalodi,0.0,1.4622641509433962,-4.1891891891891895,0,2.001953125,Monitor / No Action
Rajasthan,Pratapgarh,2.8012048192771086,69.06475903614458,-838.0761904761905,0,72.75390625,Monitor / No Action
Rajasthan,Rajsamand,1.6651463321930824,38.07107563664006,-903.622641509434,0,63.28125,Monitor / No Action
Rajasthan,Salumbar,0.008130081300813009,1.3252032520325203,-3.176470588235294,0,4.00390625,Monitor / No Action
Rajasthan,Sawai Madhopur,2.639253079062376,45.22208978943186,-1011.1415094339623,0,68.5546875,Monitor / No Action
Rajasthan,Sikar,2.0924005280030173,41.04752027154441,-1948.8584905660377,0,64.35546875,Monitor / No Action
Rajasthan,Sirohi,5.769230769230769,55.81294964028777,-869.5096153846154,0,83.203125,Monitor / No Action
Rajasthan,Tonk,3.746249184605349,79.39465101108937,-1104.4666666666667,0,73.73046875,Monitor / No Action
Rajasthan,Udaipur,3.607553776888444,68.30440220110054,-2440.169811320755,0,81.640625,Monitor / No Action
Sikkim,East,0.4580152671755725,12.4058524173028,-94.85858585858585,0,11.71875,Monitor / No Action
Sikkim,East Sikkim,0.4359637774902975,8.527813712807244,-63.18181818181818,0,22.36328125,Monitor / No Action
Sikkim,Mangan,0.06818181818181818,1.1818181818181819,-1.4,0,16.69921875,Monitor / No Action
Sikkim,Namchi,0.14375,1.44375,-2.8493150684931505,0,23.92578125,Monitor / No Action
Sikkim,North,0.2430939226519337,3.447513812154696,-7.532467532467533,0,24.21875,Monitor / No Action
Sikkim,North Sikkim,0.2542372881355932,5.122881355932203,-13.206896551724139,0,12.890625,Monitor / No Action
Sikkim,South,0.37890625,10.828125,-55.154639175257735,0,25.68359375,Monitor / No Action
Sikkim,South Sikkim,1.1922077922077923,8.24155844155844,-28.568421052631578,0,90.52734375,Extra Counters
Sikkim,West,0.8023715415019763,22.395256916996047,-56.90625,0,29.78515625,Monitor / No Action
Sikkim,West Sikkim,1.921875,19.32421875,-45.0,0,27.5390625,Monitor / No Action
Tamil Nadu,Ariyalur,0.8960490985807441,36.060222477943995,-881.4711538461538,0,42.28515625,Monitor / No Action
Tamil Nadu,Chengalpattu,0.4107498341074983,7.542800265428003,-208.6990291262136,0,24.51171875,Monitor / No Action
Tamil Nadu,Chennai,1.2833897422546212,44.47318406664931,-3130.0377358490564,0,53.61328125,Monitor / No Action
Tamil Nadu,Coimbatore,0.895611156685808,31.357362592288762,-2802.4811320754716,0,40.625,Monitor / No Action
